时间戳,WT1仿真可用出力（MW）,WT2仿真可用出力（MW）,WT3仿真可用出力（MW）,WT4仿真可用出力（MW）,WT5仿真可用出力（MW）,WT6仿真可用出力（MW）
2024-06-22 12:15:00,207.86,429.73,212.58,2.81,34.12,248.07
2024-06-22 12:30:00,181.88,360.81,245.72,3.93,37.26,243.09
2024-06-22 12:45:00,186.41,275.68,239.85,23.57,35.69,231.59
2024-06-22 13:00:00,189.73,211.26,194.40,22.45,38.44,183.28
2024-06-22 13:15:00,187.62,165.32,218.15,6.74,40.79,191.33
2024-06-22 13:30:00,177.65,136.04,166.25,218.34,29.02,213.95
2024-06-22 13:45:00,197.29,140.99,125.79,230.68,32.95,200.91
2024-06-22 14:00:00,171.91,88.29,177.69,116.75,36.48,189.03
2024-06-22 14:15:00,194.87,55.41,212.00,127.97,42.75,205.90
2024-06-22 14:30:00,207.56,50.45,249.24,103.84,42.36,187.88
2024-06-22 14:45:00,193.66,45.50,316.68,318.24,40.79,200.15
2024-06-22 15:00:00,166.77,33.78,352.15,222.26,38.44,204.75
2024-06-22 15:15:00,151.67,42.79,389.39,67.35,27.06,218.55
2024-06-22 15:30:00,143.21,30.18,394.08,48.83,37.65,209.73
2024-06-22 15:45:00,119.34,18.47,412.85,19.64,34.51,235.04
2024-06-22 16:00:00,108.46,14.86,417.84,11.79,30.20,242.32
2024-06-22 16:15:00,97.59,4.95,374.44,0.00,28.24,233.89
2024-06-22 16:30:00,103.93,4.95,388.22,0.00,23.14,221.23
2024-06-22 16:45:00,104.53,5.41,328.70,0.00,15.69,197.85
2024-06-22 17:00:00,88.82,7.66,321.95,0.00,17.65,215.87
2024-06-22 17:15:00,75.53,19.82,345.41,0.00,16.87,203.98
2024-06-22 17:30:00,77.65,22.52,361.54,0.00,19.22,208.58
2024-06-22 17:45:00,61.03,19.82,353.91,0.00,23.53,187.88
2024-06-22 18:00:00,84.29,20.72,356.85,0.00,23.14,192.48
2024-06-22 18:15:00,82.18,37.39,328.40,0.00,20.39,152.99
2024-06-22 18:30:00,147.44,60.36,368.57,0.00,20.00,131.13
2024-06-22 18:45:00,179.76,47.75,406.40,0.00,7.06,135.73
2024-06-22 19:00:00,185.50,46.40,254.22,10.66,5.49,129.21
2024-06-22 19:15:00,139.28,73.87,128.43,39.29,7.06,96.62
2024-06-22 19:30:00,105.44,90.99,118.75,57.81,0.78,108.51
2024-06-22 19:45:00,93.96,66.22,141.04,64.55,0.78,134.96
2024-06-22 20:00:00,73.42,55.86,144.56,71.84,4.31,143.02
2024-06-22 20:15:00,75.83,66.22,154.82,48.83,10.20,150.30
2024-06-22 20:30:00,80.36,93.69,202.61,31.43,15.30,171.77
2024-06-22 20:45:00,57.71,122.07,149.54,30.87,17.65,254.98
2024-06-22 21:00:00,51.36,129.28,128.43,16.28,34.51,320.92
2024-06-22 21:15:00,53.17,121.62,109.66,7.86,40.01,353.90
2024-06-22 21:30:00,65.26,125.68,113.18,4.49,50.60,368.47
2024-06-22 21:45:00,78.55,152.70,118.46,0.00,72.17,393.01
2024-06-22 22:00:00,83.99,226.58,121.39,0.00,107.07,440.94
2024-06-22 22:15:00,83.69,278.38,109.66,0.00,104.33,477.74
2024-06-22 22:30:00,108.46,288.29,117.29,1.12,108.25,516.47
2024-06-22 22:45:00,149.55,291.89,92.36,0.00,101.58,544.46
2024-06-22 23:00:00,217.83,293.24,69.79,1.12,93.74,546.38
2024-06-22 23:15:00,298.50,268.02,112.89,5.05,81.97,548.68
2024-06-22 23:30:00,296.08,270.72,135.17,6.17,71.38,555.58
2024-06-22 23:45:00,309.37,437.84,116.41,5.61,79.62,553.28
2024-06-23 00:00:00,331.43,524.77,126.08,7.30,74.13,525.67
2024-06-23 00:15:00,316.32,484.68,109.66,24.13,74.91,569.77
2024-06-23 00:30:00,296.08,553.15,102.63,22.45,81.97,553.28
2024-06-23 00:45:00,309.07,523.42,90.02,24.13,124.72,584.72
2024-06-23 01:00:00,293.97,468.92,88.55,11.23,158.06,588.94
2024-06-23 01:15:00,263.15,475.23,42.52,1.68,159.24,573.98
2024-06-23 01:30:00,248.65,498.65,51.61,0.00,155.71,568.61
2024-06-23 01:45:00,221.76,578.83,65.09,0.00,171.00,592.00
2024-06-23 02:00:00,242.30,595.95,36.65,2.81,194.14,594.30
2024-06-23 02:15:00,239.58,556.31,31.37,5.05,202.77,545.99
2024-06-23 02:30:00,225.69,527.03,41.05,12.91,212.58,499.98
2024-06-23 02:45:00,240.49,484.23,37.83,28.06,260.04,446.30
2024-06-23 03:00:00,223.87,412.16,36.95,37.04,300.83,442.47
2024-06-23 03:15:00,209.98,336.49,31.37,43.78,328.28,433.27
2024-06-23 03:30:00,223.57,311.26,36.65,48.83,382.41,401.83
2024-06-23 03:45:00,225.38,320.27,21.99,70.72,394.17,388.02
2024-06-23 04:00:00,261.94,288.74,18.47,70.72,371.82,405.66
2024-06-23 04:15:00,296.99,193.24,29.03,78.58,322.79,366.55
2024-06-23 04:30:00,287.32,148.20,28.44,63.99,289.06,364.25
2024-06-23 04:45:00,277.35,123.87,17.89,60.62,259.25,347.76
2024-06-23 05:00:00,269.49,152.70,7.04,67.91,254.55,303.29
2024-06-23 05:15:00,254.99,135.59,9.38,62.86,243.56,329.74
2024-06-23 05:30:00,242.91,90.99,12.90,52.20,271.41,363.10
2024-06-23 05:45:00,219.95,167.57,13.78,51.64,269.06,340.10
2024-06-23 06:00:00,202.72,105.86,12.61,65.11,281.22,356.58
2024-06-23 06:15:00,164.36,113.51,20.53,71.84,272.19,354.28
2024-06-23 06:30:00,160.43,123.87,17.01,101.59,300.04,334.34
2024-06-23 06:45:00,148.95,137.39,12.90,78.58,300.04,300.60
2024-06-23 07:00:00,157.10,204.95,19.06,75.77,271.80,289.87
2024-06-23 07:15:00,160.73,145.95,24.04,72.40,232.19,284.12
2024-06-23 07:30:00,150.16,172.07,11.44,79.70,205.91,238.11
2024-06-23 07:45:00,141.39,170.72,7.62,63.42,155.32,223.15
2024-06-23 08:00:00,133.54,169.82,9.38,60.62,86.68,180.59
2024-06-23 08:15:00,150.76,129.73,6.45,56.13,60.01,144.17
2024-06-23 08:30:00,187.01,95.95,7.04,52.76,44.32,98.16
2024-06-23 08:45:00,228.10,76.13,12.90,37.04,36.48,80.14
2024-06-23 09:00:00,217.53,63.51,35.19,32.55,34.12,93.17
2024-06-23 09:15:00,190.94,62.61,41.64,19.64,32.16,108.89
2024-06-23 09:30:00,171.30,54.95,45.45,11.79,26.28,114.64
2024-06-23 09:45:00,159.22,78.83,36.95,12.35,24.71,126.91
2024-06-23 10:00:00,140.19,71.17,48.09,6.17,14.51,154.52
2024-06-23 10:15:00,132.03,67.57,50.14,4.49,4.71,188.26
2024-06-23 10:30:00,118.73,69.82,64.51,1.12,0.39,213.95
2024-06-23 10:45:00,96.08,56.31,62.75,2.81,0.00,157.59
2024-06-23 11:00:00,81.57,52.25,67.44,7.30,0.00,155.67
2024-06-23 11:15:00,60.73,49.55,55.12,7.30,0.00,127.68
2024-06-23 11:30:00,41.69,63.51,73.89,0.00,0.00,108.89
2024-06-23 11:45:00,23.87,63.96,87.09,0.00,0.00,105.82
2024-06-23 12:00:00,24.77,96.85,93.54,0.00,0.00,82.05
2024-06-23 12:15:00,21.15,124.32,126.67,0.00,0.00,59.05
2024-06-23 12:30:00,43.81,87.84,152.47,0.00,0.00,59.81
2024-06-23 12:45:00,29.91,58.11,175.93,0.00,0.00,88.19
2024-06-23 13:00:00,51.97,46.40,123.44,0.00,0.00,80.90
2024-06-23 13:15:00,29.31,54.95,109.66,0.00,0.00,88.57
2024-06-23 13:30:00,35.35,34.23,136.93,0.00,0.00,86.27
2024-06-23 13:45:00,39.88,27.93,131.36,13.47,0.00,86.27
2024-06-23 14:00:00,38.37,19.37,153.94,25.26,0.00,77.45
2024-06-23 14:15:00,42.60,9.01,141.04,42.10,0.00,68.63
2024-06-23 14:30:00,41.69,15.77,128.43,37.61,0.00,66.72
2024-06-23 14:45:00,47.13,21.62,132.24,48.27,0.00,33.36
2024-06-23 15:00:00,79.46,49.10,169.19,30.87,0.00,27.61
2024-06-23 15:15:00,63.14,40.09,190.88,15.72,1.18,25.69
2024-06-23 15:30:00,63.75,21.62,187.66,4.49,2.35,36.81
2024-06-23 15:45:00,49.25,18.47,171.83,4.49,8.63,33.36
2024-06-23 16:00:00,57.71,33.33,152.77,12.35,6.28,44.09
2024-06-23 16:15:00,77.04,35.59,157.75,290.18,1.57,55.21
2024-06-23 16:30:00,62.84,10.81,155.99,2.81,3.14,64.80
2024-06-23 16:45:00,69.49,13.06,169.48,29.75,7.06,57.51
2024-06-23 17:00:00,93.66,7.66,145.44,5.61,8.24,64.41
2024-06-23 17:15:00,102.12,32.88,142.21,3.93,20.00,64.03
2024-06-23 17:30:00,114.81,27.93,126.08,0.00,17.26,45.63
2024-06-23 17:45:00,103.63,44.14,116.70,0.00,20.39,61.73
2024-06-23 18:00:00,106.35,48.20,123.15,0.00,21.96,76.30
2024-06-23 18:15:00,86.71,63.06,138.11,3.37,24.32,66.72
2024-06-23 18:30:00,102.42,78.83,135.47,0.00,29.81,70.93
2024-06-23 18:45:00,98.49,70.72,121.10,0.00,45.50,80.52
2024-06-23 19:00:00,76.44,154.95,95.30,0.00,51.38,77.83
2024-06-23 19:15:00,103.02,150.45,103.80,0.00,40.79,87.42
2024-06-23 19:30:00,99.10,40.99,85.62,0.00,47.46,134.58
2024-06-23 19:45:00,117.53,0.00,129.02,0.00,61.18,225.45
2024-06-23 20:00:00,123.87,0.00,124.62,0.00,64.32,281.43
2024-06-23 20:15:00,107.86,0.00,116.70,0.00,70.21,271.85
2024-06-23 20:30:00,153.18,0.00,90.60,0.00,73.34,276.83
2024-06-23 20:45:00,143.51,0.00,83.57,0.00,86.29,321.69
2024-06-23 21:00:00,131.12,0.00,78.29,0.00,95.70,349.30
2024-06-23 21:15:00,159.22,1.80,77.70,0.00,96.09,386.87
2024-06-23 21:30:00,251.67,6.76,67.73,0.00,93.35,446.69
2024-06-23 21:45:00,268.29,31.98,57.76,0.00,93.35,511.10
2024-06-23 22:00:00,279.46,57.21,58.35,0.00,74.91,522.60
2024-06-23 22:15:00,323.57,87.84,53.37,0.00,64.71,524.90
2024-06-23 22:30:00,332.34,97.30,60.70,0.00,59.62,510.33
2024-06-23 22:45:00,359.53,93.24,67.15,0.00,43.54,514.55
2024-06-23 23:00:00,404.85,59.01,70.67,14.03,38.44,482.73
2024-06-23 23:15:00,390.34,15.32,70.67,29.75,34.91,449.37
2024-06-23 23:30:00,392.16,32.43,60.11,53.32,36.48,453.20
2024-06-23 23:45:00,421.16,37.84,55.42,78.02,38.83,457.04
2024-06-24 00:00:00,431.13,37.84,54.83,69.60,51.77,463.94
2024-06-24 00:15:00,452.88,62.16,51.31,55.00,43.93,488.10
2024-06-24 00:30:00,409.68,107.21,56.59,48.83,35.30,530.66
2024-06-24 00:45:00,352.88,228.83,58.94,53.32,27.06,555.20
2024-06-24 01:00:00,336.87,372.97,53.95,47.71,30.59,588.55
2024-06-24 01:15:00,310.58,435.14,68.91,44.90,36.08,572.07
2024-06-24 01:30:00,312.09,525.23,54.83,46.02,42.36,569.38
2024-06-24 01:45:00,297.89,544.59,39.58,28.06,43.54,582.03
2024-06-24 02:00:00,304.24,531.08,38.70,21.89,56.87,565.16
2024-06-24 02:15:00,328.41,480.63,58.06,19.08,69.03,555.20
2024-06-24 02:30:00,353.18,452.70,68.03,16.84,87.07,569.38
2024-06-24 02:45:00,355.60,409.46,65.68,12.35,163.16,560.18
2024-06-24 03:00:00,340.49,404.05,65.09,18.52,163.16,528.36
2024-06-24 03:15:00,280.37,420.72,63.34,8.42,154.53,477.74
2024-06-24 03:30:00,262.24,443.69,58.64,1.12,183.95,460.87
2024-06-24 03:45:00,228.10,443.69,50.14,4.49,183.16,509.18
2024-06-24 04:00:00,230.22,477.03,41.64,5.61,184.34,505.73
2024-06-24 04:15:00,222.97,448.20,31.67,2.25,177.67,490.40
2024-06-24 04:30:00,227.20,498.20,28.15,1.68,198.85,455.89
2024-06-24 04:45:00,225.38,534.23,24.63,6.17,213.76,413.71
2024-06-24 05:00:00,188.22,554.95,26.39,9.54,216.11,357.35
2024-06-24 05:15:00,160.73,550.90,27.56,10.10,213.76,356.58
2024-06-24 05:30:00,127.19,536.94,28.44,23.01,203.95,364.25
2024-06-24 05:45:00,126.89,531.98,31.96,30.31,179.24,344.70
2024-06-24 06:00:00,125.68,500.90,23.46,30.87,134.92,360.03
2024-06-24 06:15:00,126.29,488.74,19.35,23.57,118.45,369.24
2024-06-24 06:30:00,127.50,431.08,12.61,12.91,97.66,277.98
2024-06-24 06:45:00,120.55,386.49,14.66,18.52,90.99,224.69
2024-06-24 07:00:00,104.84,363.96,27.86,44.90,90.99,203.98
2024-06-24 07:15:00,102.12,332.43,39.58,72.40,91.39,191.33
2024-06-24 07:30:00,88.22,341.44,36.36,87.00,83.15,175.99
2024-06-24 07:45:00,82.78,335.59,31.96,92.61,59.22,208.20
2024-06-24 08:00:00,102.12,285.14,17.89,81.95,35.30,180.98
2024-06-24 08:15:00,86.71,235.14,10.85,120.11,20.39,146.47
2024-06-24 08:30:00,77.65,256.31,15.83,101.03,10.98,118.86
2024-06-24 08:45:00,105.74,277.48,13.19,75.21,5.88,108.51
2024-06-24 09:00:00,142.00,240.09,21.11,58.37,9.41,141.48
2024-06-24 09:15:00,194.27,258.11,24.92,83.63,9.02,160.27
2024-06-24 09:30:00,206.05,252.70,32.55,99.91,16.87,155.29
2024-06-24 09:45:00,171.30,204.95,43.98,44.34,21.18,171.39
2024-06-24 10:00:00,179.16,263.51,38.70,17.96,17.65,141.87
2024-06-24 10:15:00,165.87,316.22,33.13,5.05,19.61,120.01
2024-06-24 10:30:00,145.32,354.50,31.96,4.49,5.49,127.30
2024-06-24 10:45:00,142.90,361.71,43.40,9.54,6.28,121.16
2024-06-24 11:00:00,144.72,335.14,48.38,37.61,10.59,127.68
2024-06-24 11:15:00,110.58,354.95,88.26,43.22,14.90,145.70
2024-06-24 11:30:00,106.35,390.54,107.61,47.71,26.28,143.78
2024-06-24 11:45:00,80.67,418.02,95.30,31.99,33.34,113.88
2024-06-24 12:00:00,65.56,400.90,108.20,31.99,42.36,105.06
2024-06-24 12:15:00,71.60,389.19,118.17,49.95,47.07,77.07
2024-06-24 12:30:00,82.48,353.60,137.52,51.08,41.97,98.92
2024-06-24 12:45:00,118.13,345.95,144.56,52.76,42.75,95.47
2024-06-24 13:00:00,133.24,342.79,177.98,36.48,35.69,95.09
2024-06-24 13:15:00,135.05,342.79,162.44,44.34,34.91,92.40
2024-06-24 13:30:00,129.31,342.79,148.08,25.82,44.32,116.56
2024-06-24 13:45:00,153.18,342.79,140.45,27.50,51.38,119.63
2024-06-24 14:00:00,152.27,322.07,130.19,256.50,57.66,134.20
2024-06-24 14:15:00,144.11,324.77,140.45,48.27,57.66,138.80
2024-06-24 14:30:00,135.96,303.15,151.30,16.28,62.36,155.67
2024-06-24 14:45:00,127.19,309.91,121.39,11.23,81.97,147.23
2024-06-24 15:00:00,119.94,431.53,123.44,8.42,72.56,126.15
2024-06-24 15:15:00,106.35,308.11,123.44,2.25,96.88,142.63
2024-06-24 15:30:00,95.47,352.25,154.53,12.91,98.05,139.95
2024-06-24 15:45:00,76.14,345.05,161.27,15.72,98.84,129.98
2024-06-24 16:00:00,87.01,330.63,152.18,12.35,106.29,157.20
2024-06-24 16:15:00,77.04,368.92,157.75,20.77,90.60,160.65
2024-06-24 16:30:00,84.29,357.66,144.56,43.78,78.05,142.25
2024-06-24 16:45:00,103.02,394.14,130.19,23.57,80.40,195.55
2024-06-24 17:00:00,106.95,420.27,148.08,380.54,77.27,152.22
2024-06-24 17:15:00,116.02,401.35,168.01,500.10,83.93,159.12
2024-06-24 17:30:00,90.64,373.42,155.99,76.89,57.26,146.85
2024-06-24 17:45:00,87.01,352.70,146.90,73.53,63.54,151.84
2024-06-24 18:00:00,86.11,454.50,166.84,115.06,58.44,141.48
2024-06-24 18:15:00,122.06,450.00,164.50,138.63,76.09,181.74
2024-06-24 18:30:00,124.47,412.16,145.73,123.48,77.27,182.51
2024-06-24 18:45:00,153.18,475.23,137.81,109.45,81.97,182.51
2024-06-24 19:00:00,157.41,489.19,133.71,110.57,85.50,197.46
2024-06-24 19:15:00,164.05,449.10,143.09,87.00,89.82,257.66
2024-06-24 19:30:00,165.56,486.04,147.49,75.21,63.93,350.83
2024-06-24 19:45:00,161.03,504.95,119.34,83.63,71.77,354.67
2024-06-24 20:00:00,160.73,512.16,81.81,55.57,76.09,332.81
2024-06-24 20:15:00,180.67,546.40,68.61,89.24,61.58,356.58
2024-06-24 20:30:00,172.21,530.63,66.27,72.40,79.62,338.18
2024-06-24 20:45:00,146.83,486.04,55.42,96.54,103.94,322.46
2024-06-24 21:00:00,143.81,503.15,71.25,118.99,121.98,356.58
2024-06-24 21:15:00,126.89,496.85,76.82,98.78,118.06,375.75
2024-06-24 21:30:00,112.09,491.44,92.07,89.24,133.35,397.23
2024-06-24 21:45:00,107.25,509.01,108.78,142.56,127.08,429.82
2024-06-24 22:00:00,114.20,533.33,104.68,127.41,161.20,471.61
2024-06-24 22:15:00,114.20,531.08,89.43,140.88,221.99,481.96
2024-06-24 22:30:00,122.66,521.62,77.41,165.01,302.00,509.57
2024-06-24 22:45:00,174.63,485.14,73.89,183.54,360.83,521.84
2024-06-24 23:00:00,304.84,262.16,82.98,214.97,366.33,552.89
2024-06-24 23:15:00,369.19,174.32,70.96,255.38,376.13,564.40
2024-06-24 23:30:00,387.62,292.34,70.96,355.85,402.41,535.64
2024-06-24 23:45:00,389.74,424.32,60.40,420.39,387.50,550.98
2024-06-25 00:00:00,330.82,581.98,50.14,391.77,365.15,547.53
2024-06-25 00:15:00,285.51,556.76,43.69,374.93,352.21,522.60
2024-06-25 00:30:00,256.80,541.44,32.55,329.47,376.52,512.64
2024-06-25 00:45:00,227.50,473.42,25.80,327.22,360.83,472.38
2024-06-25 01:00:00,217.83,495.50,19.06,310.95,351.81,451.67
2024-06-25 01:15:00,242.60,472.97,17.89,374.93,309.85,432.12
2024-06-25 01:30:00,322.37,473.42,21.70,443.41,278.47,373.07
2024-06-25 01:45:00,401.82,495.05,38.12,449.02,256.51,355.05
2024-06-25 02:00:00,453.79,483.78,52.49,479.33,227.09,411.03
2024-06-25 02:15:00,447.75,430.18,48.38,413.10,205.91,479.28
2024-06-25 02:30:00,422.07,346.85,60.11,390.09,191.01,518.00
2024-06-25 02:45:00,381.88,301.80,73.01,400.75,202.77,554.43
2024-06-25 03:00:00,357.71,291.89,83.27,305.89,177.28,529.51
2024-06-25 03:15:00,344.12,319.37,82.69,305.89,168.65,499.22
2024-06-25 03:30:00,343.21,457.66,72.13,277.27,188.65,504.97
2024-06-25 03:45:00,348.05,489.19,62.46,238.54,204.73,535.64
2024-06-25 04:00:00,348.05,499.10,41.93,213.85,202.77,515.32
2024-06-25 04:15:00,372.52,496.85,46.91,148.18,183.55,493.85
2024-06-25 04:30:00,384.30,512.16,48.97,113.38,223.17,466.62
2024-06-25 04:45:00,375.84,527.48,38.41,81.38,227.48,522.99
2024-06-25 05:00:00,385.51,545.95,41.93,82.51,227.48,566.31
2024-06-25 05:15:00,360.74,548.20,25.22,80.82,273.37,552.89
2024-06-25 05:30:00,400.01,539.19,24.63,86.44,256.90,585.87
2024-06-25 05:45:00,332.34,546.40,18.77,117.87,247.88,578.20
2024-06-25 06:00:00,311.19,490.54,19.35,142.56,244.35,589.32
2024-06-25 06:15:00,279.16,403.60,12.32,122.36,245.92,550.21
2024-06-25 06:30:00,308.47,245.50,21.99,149.30,235.72,506.50
2024-06-25 06:45:00,354.99,79.73,28.15,149.30,241.21,448.22
2024-06-25 07:00:00,396.08,61.71,21.40,184.66,191.40,403.36
2024-06-25 07:15:00,436.27,47.75,17.01,197.57,158.85,464.32
2024-06-25 07:30:00,462.25,54.05,11.14,175.68,145.12,399.14
2024-06-25 07:45:00,440.80,93.24,13.19,138.07,122.37,401.83
2024-06-25 08:00:00,474.64,87.39,12.02,103.27,158.45,373.84
2024-06-25 08:15:00,484.91,43.24,0.00,68.48,168.65,337.03
2024-06-25 08:30:00,509.38,55.86,0.00,80.26,152.18,310.19
2024-06-25 08:45:00,493.07,81.98,9.09,101.59,112.17,260.73
2024-06-25 09:00:00,498.81,349.55,21.40,153.23,94.52,277.21
2024-06-25 09:15:00,484.91,575.23,33.13,163.89,79.62,261.88
2024-06-25 09:30:00,488.23,534.68,28.74,144.25,89.82,264.56
2024-06-25 09:45:00,482.49,425.68,20.23,129.09,116.49,292.55
2024-06-25 10:00:00,442.01,400.00,15.54,117.87,112.17,268.78
2024-06-25 10:15:00,424.48,366.22,18.47,88.68,108.64,233.50
2024-06-25 10:30:00,396.08,371.17,16.13,127.41,109.03,194.01
2024-06-25 10:45:00,371.01,273.87,26.10,149.86,114.92,205.13
2024-06-25 11:00:00,325.69,232.43,58.64,122.92,86.29,225.45
2024-06-25 11:15:00,297.89,193.69,63.04,112.25,110.60,240.79
2024-06-25 11:30:00,283.39,164.86,58.94,120.67,104.33,244.62
2024-06-25 11:45:00,308.47,149.10,89.14,153.23,100.01,192.09
2024-06-25 12:00:00,256.80,123.42,124.62,170.63,95.31,202.06
2024-06-25 12:15:00,238.68,95.50,98.52,178.49,85.89,182.89
2024-06-25 12:30:00,275.54,139.19,130.19,139.20,87.07,207.05
2024-06-25 12:45:00,277.95,139.64,97.64,178.49,100.01,249.99
2024-06-25 13:00:00,239.58,113.96,99.11,182.98,97.66,281.82
2024-06-25 13:15:00,225.08,86.49,104.39,235.74,91.39,279.13
2024-06-25 13:30:00,185.20,92.79,145.44,208.79,85.11,260.34
2024-06-25 13:45:00,154.69,67.12,105.27,199.25,104.72,232.35
2024-06-25 14:00:00,155.90,95.95,132.53,204.87,87.07,190.18
2024-06-25 14:15:00,148.04,93.24,137.81,201.50,80.80,200.53
2024-06-25 14:30:00,158.31,86.04,150.42,177.92,87.46,194.01
2024-06-25 14:45:00,132.33,73.42,174.76,165.58,103.94,251.52
2024-06-25 15:00:00,156.80,100.90,176.81,212.16,101.19,270.31
2024-06-25 15:15:00,131.73,58.11,206.72,199.81,118.84,245.01
2024-06-25 15:30:00,106.35,49.10,223.14,191.96,99.62,252.68
2024-06-25 15:45:00,94.87,84.68,199.09,161.65,88.64,213.18
2024-06-25 16:00:00,105.74,105.86,214.05,184.10,110.21,243.86
2024-06-25 16:15:00,94.26,48.20,212.29,190.27,85.11,248.46
2024-06-25 16:30:00,85.20,104.95,202.91,183.54,94.13,209.35
2024-06-25 16:45:00,74.02,112.16,191.47,154.35,106.68,195.16
2024-06-25 17:00:00,67.98,95.50,209.94,156.03,105.50,237.34
2024-06-25 17:15:00,67.98,67.12,192.35,187.47,120.80,225.84
2024-06-25 17:30:00,62.24,68.02,185.90,150.42,105.90,260.73
2024-06-25 17:45:00,64.35,84.23,195.87,133.58,105.50,280.28
2024-06-25 18:00:00,74.32,64.41,192.06,122.36,113.35,252.68
2024-06-25 18:15:00,54.68,56.76,171.53,124.60,136.49,218.17
2024-06-25 18:30:00,45.62,35.14,190.59,103.27,136.10,196.31
2024-06-25 18:45:00,58.31,14.86,168.31,121.24,115.70,235.80
2024-06-25 19:00:00,69.79,11.26,158.63,135.83,107.47,222.77
2024-06-25 19:15:00,65.86,9.46,193.82,148.74,112.17,246.16
2024-06-25 19:30:00,93.36,0.00,213.76,138.07,101.58,192.09
2024-06-25 19:45:00,91.24,20.27,220.79,140.32,112.56,205.90
2024-06-25 20:00:00,86.71,69.82,173.00,171.75,136.10,191.33
2024-06-25 20:15:00,79.76,122.52,153.06,212.16,131.00,215.87
2024-06-25 20:30:00,95.47,324.32,137.23,320.49,122.76,254.59
2024-06-25 20:45:00,101.51,359.01,139.28,360.34,166.69,282.20
2024-06-25 21:00:00,90.03,468.02,127.84,449.58,179.63,295.23
2024-06-25 21:15:00,93.05,414.86,125.20,437.23,206.30,327.44
2024-06-25 21:30:00,104.23,404.50,116.70,568.57,209.44,449.75
2024-06-25 21:45:00,130.52,523.42,116.99,582.60,229.05,545.99
2024-06-25 22:00:00,143.51,620.27,121.98,639.85,257.29,507.27
2024-06-25 22:15:00,183.09,618.47,121.98,647.71,241.21,518.39
2024-06-25 22:30:00,215.11,602.25,150.42,640.98,245.52,529.89
2024-06-25 22:45:00,218.44,600.00,144.26,600.56,218.85,441.32
2024-06-25 23:00:00,217.53,576.13,134.59,621.89,287.10,437.87
2024-06-25 23:15:00,236.86,583.78,126.67,617.96,359.66,438.25
2024-06-25 23:30:00,271.91,578.83,130.48,611.23,350.64,412.56
2024-06-25 23:45:00,277.65,582.43,117.29,573.62,372.60,441.32
2024-06-26 00:00:00,310.88,577.48,116.41,553.42,357.70,429.05
2024-06-26 00:15:00,383.09,578.83,134.59,509.64,376.13,457.81
2024-06-26 00:30:00,417.53,502.25,139.57,478.77,371.82,465.86
2024-06-26 00:45:00,368.59,457.21,152.18,419.83,348.68,459.34
2024-06-26 01:00:00,336.87,400.90,125.20,465.30,291.81,443.62
2024-06-26 01:15:00,313.60,451.35,96.76,451.26,282.39,476.98
2024-06-26 01:30:00,325.99,419.82,98.23,391.77,250.23,431.35
2024-06-26 01:45:00,320.85,420.72,113.77,323.86,299.26,389.94
2024-06-26 02:00:00,337.47,339.19,136.64,300.28,274.94,401.83
2024-06-26 02:15:00,342.31,280.18,127.84,328.91,305.92,417.93
2024-06-26 02:30:00,362.55,294.14,131.95,325.54,271.41,432.12
2024-06-26 02:45:00,287.32,280.18,92.95,329.47,232.58,428.67
2024-06-26 03:00:00,367.68,262.61,97.64,332.27,305.53,475.44
2024-06-26 03:15:00,347.44,256.76,93.54,384.47,280.43,478.51
2024-06-26 03:30:00,355.60,261.26,99.40,308.70,291.41,413.33
2024-06-26 03:45:00,350.46,236.04,82.10,264.92,300.83,478.89
2024-06-26 04:00:00,335.05,249.55,78.88,247.52,286.31,444.39
2024-06-26 04:15:00,287.02,291.89,92.07,280.08,239.25,369.62
2024-06-26 04:30:00,270.70,268.02,90.90,316.00,246.31,377.67
2024-06-26 04:45:00,275.23,238.74,86.50,268.85,309.45,367.70
2024-06-26 05:00:00,257.71,191.89,73.30,249.21,378.48,440.17
2024-06-26 05:15:00,264.06,162.61,96.47,245.84,304.36,453.97
2024-06-26 05:30:00,271.00,180.18,112.60,316.00,269.84,481.96
2024-06-26 05:45:00,247.74,190.54,151.59,238.54,358.09,490.40
2024-06-26 06:00:00,232.33,139.64,155.99,232.93,349.85,600.82
2024-06-26 06:15:00,172.21,104.95,129.02,252.01,289.84,604.27
2024-06-26 06:30:00,163.75,90.99,124.62,207.67,196.89,521.45
2024-06-26 06:45:00,186.11,78.38,105.56,211.04,219.64,589.32
2024-06-26 07:00:00,167.38,82.88,95.59,220.58,196.11,589.32
2024-06-26 07:15:00,152.27,58.56,85.33,210.48,121.59,541.01
2024-06-26 07:30:00,148.64,49.55,61.28,248.08,122.76,484.65
2024-06-26 07:45:00,111.79,45.95,81.51,170.07,120.80,394.92
2024-06-26 08:00:00,125.38,40.99,56.88,136.39,133.74,404.51
2024-06-26 08:15:00,129.61,25.68,56.59,118.99,154.92,420.61
2024-06-26 08:30:00,167.68,0.00,72.72,121.80,172.18,333.19
2024-06-26 08:45:00,172.51,0.00,83.86,113.94,168.26,279.51
2024-06-26 09:00:00,200.31,0.00,108.78,122.92,156.49,253.06
2024-06-26 09:15:00,177.04,0.00,124.32,100.47,163.55,259.96
2024-06-26 09:30:00,145.62,0.00,124.03,91.49,202.77,333.96
2024-06-26 09:45:00,142.00,0.00,137.52,73.53,215.72,338.95
